Obere Quader;1a;Igis;7206
Stationsstrasse;16;Igis;7206
Stationsstrasse;14;Igis;7206
Stationsstrasse;3;Igis;7206
Stationsstrasse;8;Igis;7206
Stationsstrasse;1;Igis;7206
Stationsstrasse;6;Igis;7206
Stationsstrasse;4;Igis;7206
Stationsstrasse;2;Igis;7206
Stationsstrasse;10;Igis;7206
Stationsstrasse;12;Igis;7206
Ziegelgut;1;Igis;7206
Ziegelgut;2;Igis;7206
Ziegelgut;3;Igis;7206
Ziegelgut;4;Igis;7206
Ziegelgut;5;Igis;7206
Ziegelgut;6;Igis;7206
Ziegelgut;7;Igis;7206
Ziegelgut;8;Igis;7206
Ziegelgut;9;Igis;7206
Ziegelgut;10;Igis;7206
Ziegelgut;11;Igis;7206
Ziegelgut;12;Igis;7206
Ziegelgut;16;Igis;7206
Ziegelgut;15;Igis;7206
Ziegelgut;17;Igis;7206
Ziegelgut;13;Igis;7206
Ziegelgut;14;Igis;7206
Castaletweg;2;Igis;7206
Castaletweg;4;Igis;7206
Castaletweg;6;Igis;7206
Castaletweg;8;Igis;7206
Castaletweg;10;Igis;7206
Castaletweg;12;Igis;7206
Castaletweg;14;Igis;7206
Castaletweg;16;Igis;7206
Castaletweg;18;Igis;7206
Castaletweg;1;Igis;7206
Castaletweg;3;Igis;7206
Castaletweg;5;Igis;7206
Castaletweg;7;Igis;7206
Castaletweg;9;Igis;7206
Castaletweg;11;Igis;7206
Castaletweg;13;Igis;7206
Castaletweg;25;Igis;7206
Castaletweg;27;Igis;7206
Castaletweg;29;Igis;7206
Castaletweg;33;Igis;7206
Castaletweg;35;Igis;7206
Castaletweg;37;Igis;7206
Castaletweg;39;Igis;7206
Castaletweg;45;Igis;7206
Castaletweg;43;Igis;7206
Hirschengasse;24;Igis;7206
Hirschengasse;22;Igis;7206
Hirschengasse;28;Igis;7206
Hirschengasse;26;Igis;7206
Hirschengasse;20;Igis;7206
Hirschengasse;18;Igis;7206
Hirschengasse;16;Igis;7206
Hirschengasse;37;Igis;7206
Hirschengasse;39;Igis;7206
Kantonsstrasse;12;Igis;7206
Kantonsstrasse;6;Igis;7206
Castaletweg;15;Igis;7206
Castaletweg;17;Igis;7206
Eichhofweg;20;Igis;7206
Eichhofweg;18;Igis;7206
Eichhofweg;16;Igis;7206
Eichhofweg;14;Igis;7206
Eichhofweg;12;Igis;7206
Eichhofweg;8;Igis;7206
Eichhofweg;10;Igis;7206
Eichhofweg;6;Igis;7206
Eichhofweg;4;Igis;7206
Eichhofweg;2;Igis;7206
Stationsstrasse;26;Igis;7206
Stationsstrasse;28;Igis;7206
Stationsstrasse;30;Igis;7206
Wiesentalweg;2;Igis;7206
Wiesentalweg;1;Igis;7206
Wiesentalweg;4;Igis;7206
Wiesentalweg;3;Igis;7206
Wiesentalweg;6;Igis;7206
Wiesentalweg;5;Igis;7206
Wiesentalweg;8;Igis;7206
Wiesentalweg;10;Igis;7206
Wiesentalweg;7;Igis;7206
Wiesentalweg;12;Igis;7206
Stationsstrasse;32;Igis;7206
Stationsstrasse;34;Igis;7206
Stationsstrasse;36;Igis;7206
Verschnalsweg;2;Igis;7206
Verschnalsweg;1;Igis;7206
Verschnalsweg;4;Igis;7206
Verschnalsweg;3;Igis;7206
Verschnalsweg;6;Igis;7206
Verschnalsweg;5;Igis;7206
Verschnalsweg;8;Igis;7206
Stationsstrasse;38;Igis;7206
Stationsstrasse;40;Igis;7206
Stationsstrasse;42;Igis;7206
Martin-Klaas-Strasse;2;Igis;7206
Martin-Klaas-Strasse;4;Igis;7206
Martin-Klaas-Strasse;1;Igis;7206
Martin-Klaas-Strasse;3;Igis;7206
Martin-Klaas-Strasse;5;Igis;7206
Martin-Klaas-Strasse;7;Igis;7206
Martin-Klaas-Strasse;9;Igis;7206
Martin-Klaas-Strasse;11;Igis;7206
Martin-Klaas-Strasse;13;Igis;7206
Martin-Klaas-Strasse;15;Igis;7206
Martin-Klaas-Strasse;17;Igis;7206
Martin-Klaas-Strasse;19;Igis;7206
Wiesentalweg;14;Igis;7206
Stationsstrasse;44;Igis;7206
Stationsstrasse;46;Igis;7206
Stationsstrasse;48;Igis;7206
Quaderweg;20;Igis;7206
Quaderweg;18;Igis;7206
Quaderweg;12;Igis;7206
Quaderweg;14;Igis;7206
Luxgasse;2;Igis;7206
