Park;2;Root D4;6039
Platz;7;Root D4;6039
Platz;8;Root D4;6039
Park;5;Root D4;6039
Park;4;Root D4;6039
Platz;3;Root D4;6039
Platz;6;Root D4;6039
Park;7;Root D4;6039
Park;6;Root D4;6039
Platz;5;Root D4;6039
Platz;4;Root D4;6039
Platz;10;Root D4;6039
Park;8;Root D4;6039
Park;1;Root D4;6039
Platz;12;Root D4;6039
Park;3;Root D4;6039
Platz;14;Root D4;6039
