Route du Haut-Plateau;3;Mettembert
Rue Sainte-Anne;2a;Mettembert
Route du Haut-Plateau;25a;Mettembert
Sur le Pré;50;Mettembert
Route du Haut-Plateau;19;Mettembert
Sur le Pré;7b;Mettembert
Chemin des Vergers;5d;Mettembert
Ruelle de la Chèvre;17;Mettembert
La Gasse;24;Mettembert
Sur le Pré;2c;Mettembert
Route du Haut-Plateau;5;Mettembert
Chemin des Vergers;30;Mettembert
Sur le Pré;44;Mettembert
Ruelle de la Chèvre;13;Mettembert
Route du Haut-Plateau;20;Mettembert
Route du Haut-Plateau;12;Mettembert
Route du Haut-Plateau;4;Mettembert
Sur le Pré;49;Mettembert
Sur le Pré;47;Mettembert
Sur le Pré;40;Mettembert
Sur le Pré;42;Mettembert
Sur le Pré;2b;Mettembert
Les Aimetteneux;1l;Mettembert
Route du Haut-Plateau;1a;Mettembert
Sur le Pré;48;Mettembert
Sur le Pré;46;Mettembert
La Gasse;21;Mettembert
Les Aimetteneux;1j;Mettembert
Les Aimetteneux;1m;Mettembert
En Haut la Côte;1c;Mettembert
Chemin des Vergers;3d;Mettembert
Les Aimetteneux;1p;Mettembert
Les Aimetteneux;1r;Mettembert
Les Aimetteneux;1n;Mettembert
Route du Haut-Plateau;9a;Mettembert
Métairie de Forme;74;Mettembert
Route du Haut-Plateau;7;Mettembert
Route du Haut-Plateau;6;Mettembert
Route du Haut-Plateau;25;Mettembert
La Gasse;23;Mettembert
Sur le Pré;2;Mettembert
Les Aimetteneux;1k;Mettembert
Route du Haut-Plateau;11;Mettembert
Sur le Pré;56a;Mettembert
Sur le Pré;54;Mettembert
Sur le Pré;54a;Mettembert
Sur le Pré;55;Mettembert
Sur le Pré;55a;Mettembert
Sur le Pré;56;Mettembert
Sur le Pré;57;Mettembert
Sur le Pré;59;Mettembert
Rue Sainte-Anne;2d;Mettembert
En Haut la Côte;1b;Mettembert
Route du Haut-Plateau;52b;Mettembert
Rue Sainte-Anne;2f;Mettembert
En Haut la Côte;1e;Mettembert
Route du Haut-Plateau;1d;Mettembert
En Haut la Côte;71;Mettembert
Sur le Pré;13;Mettembert
