Zielwiesstrasse;12;Balterswil;8362
Zielwiesstrasse;14;Balterswil;8362
Stockenstrasse;6;Balterswil;8362
Sägereistrasse;1;Balterswil;8362
Ribistrasse;1;Balterswil;8362
Ribistrasse;1a;Balterswil;8362
Hauptstrasse;58;Balterswil;8362
Hauptstrasse;56;Balterswil;8362
Hauptstrasse;54;Balterswil;8362
Hauptstrasse;52;Balterswil;8362
Hauptstrasse;48;Balterswil;8362
Hauptstrasse;46;Balterswil;8362
Hauptstrasse;44;Balterswil;8362
Hauptstrasse;42;Balterswil;8362
Hauptstrasse;40;Balterswil;8362
Hauptstrasse;38;Balterswil;8362
Hauptstrasse;38a;Balterswil;8362
Hauptstrasse;36;Balterswil;8362
Hackenbergstrasse;1;Balterswil;8362
Hackenbergstrasse;5;Balterswil;8362
Zielwiesstrasse;4;Balterswil;8362
Buchenstrasse;2;Balterswil;8362
Birkenweg;1;Balterswil;8362
Birkenweg;2;Balterswil;8362
Birkenweg;3;Balterswil;8362
Birkenweg;4;Balterswil;8362
Birkenweg;5;Balterswil;8362
Birkenweg;6;Balterswil;8362
Birkenweg;7;Balterswil;8362
Birkenweg;8;Balterswil;8362
Birkenweg;9;Balterswil;8362
Birkenweg;10;Balterswil;8362
Wiedenstrasse;2;Balterswil;8362
Wiedenstrasse;4;Balterswil;8362
Wiedenstrasse;4a;Balterswil;8362
Wiedenstrasse;6a;Balterswil;8362
Wiedenstrasse;6;Balterswil;8362
Wiedenstrasse;8;Balterswil;8362
Wiedenstrasse;10;Balterswil;8362
Föhrenweg;2;Balterswil;8362
Föhrenweg;1;Balterswil;8362
Föhrenweg;3;Balterswil;8362
Föhrenweg;4;Balterswil;8362
Waldsiedlung;6;Balterswil;8362
Waldsiedlung;4;Balterswil;8362
Waldsiedlung;2;Balterswil;8362
Hackenbergstrasse;15;Balterswil;8362
Bäumliackerstrasse;4;Balterswil;8362
Bäumliackerstrasse;6;Balterswil;8362
Breitihof;201;Balterswil;8362
Werkstrasse;2;Balterswil;8362
Hackenbergstrasse;10;Balterswil;8362
Hackenbergstrasse;7;Balterswil;8362
Hackenbergstrasse;8;Balterswil;8362
Hackenbergstrasse;6;Balterswil;8362
Hackenbergstrasse;2;Balterswil;8362
Hauptstrasse;20;Balterswil;8362
Im Ebnet;1;Balterswil;8362
Hauptstrasse;16;Balterswil;8362
Hauptstrasse;12;Balterswil;8362
Hauptstrasse;4;Balterswil;8362
Hauptstrasse;2;Balterswil;8362
Hauptstrasse;23;Balterswil;8362
Itaslenstrasse;1;Balterswil;8362
Itaslenstrasse;3;Balterswil;8362
Itaslenstrasse;26;Balterswil;8362
Itaslenstrasse;6;Balterswil;8362
Itaslenstrasse;4;Balterswil;8362
Itaslenstrasse;2;Balterswil;8362
Hauptstrasse;28;Balterswil;8362
Hauptstrasse;30;Balterswil;8362
Hauptstrasse;34;Balterswil;8362
Hauptstrasse;25;Balterswil;8362
Hauptstrasse;27;Balterswil;8362
Hauptstrasse;27a;Balterswil;8362
Hauptstrasse;31;Balterswil;8362
Lohstrasse;1;Balterswil;8362
Hauptstrasse;49;Balterswil;8362
Hauptstrasse;47;Balterswil;8362
Hauptstrasse;41;Balterswil;8362
Hauptstrasse;39;Balterswil;8362
Hauptstrasse;37;Balterswil;8362
Riesenbergstrasse;4a;Balterswil;8362
Riesenbergstrasse;4;Balterswil;8362
Stickereistrasse;14;Balterswil;8362
Stickereistrasse;18;Balterswil;8362
Lohstrasse;2;Balterswil;8362
Hauptstrasse;43;Balterswil;8362
Hauptstrasse;43a;Balterswil;8362
Hauptstrasse;35;Balterswil;8362
Lohrain;7;Balterswil;8362
Lohrain;6;Balterswil;8362
Lohrain;4;Balterswil;8362
Lohrain;2;Balterswil;8362
Lohrain;1;Balterswil;8362
Alte Lohstrasse;2;Balterswil;8362
Alte Lohstrasse;1;Balterswil;8362
Lohacker;18a;Balterswil;8362
Lohacker;18;Balterswil;8362
Lohacker;21;Balterswil;8362
Lohacker;19;Balterswil;8362
Lohacker;16;Balterswil;8362
Lohacker;14;Balterswil;8362
Lohacker;12;Balterswil;8362
Lohacker;10;Balterswil;8362
Lohacker;8;Balterswil;8362
Lohacker;6;Balterswil;8362
Lohstrasse;32;Balterswil;8362
Lohstrasse;30;Balterswil;8362
Lohstrasse;33;Balterswil;8362
Lohstrasse;31;Balterswil;8362
Sonnenberg;41;Balterswil;8362
Lohstrasse;28;Balterswil;8362
Lohstrasse;28a;Balterswil;8362
Lohstrasse;26a;Balterswil;8362
Lohstrasse;29;Balterswil;8362
Lohstrasse;26;Balterswil;8362
Lohstrasse;24a;Balterswil;8362
Lohstrasse;22;Balterswil;8362
Lohstrasse;24;Balterswil;8362
Lohstrasse;25;Balterswil;8362
Schützenstrasse;2;Balterswil;8362
Lohstrasse;19a;Balterswil;8362
Lohstrasse;19;Balterswil;8362
Lohstrasse;13;Balterswil;8362
Lohstrasse;11;Balterswil;8362
Lohstrasse;9a;Balterswil;8362
Lohstrasse;9;Balterswil;8362
Lohstrasse;5;Balterswil;8362
Lohstrasse;3;Balterswil;8362
Stickereistrasse;9;Balterswil;8362
Stickereistrasse;7;Balterswil;8362
Stickereistrasse;5;Balterswil;8362
Stickereistrasse;1;Balterswil;8362
Hauptstrasse;21;Balterswil;8362
Hauptstrasse;17;Balterswil;8362
Hauptstrasse;17a;Balterswil;8362
Hauptstrasse;13;Balterswil;8362
Sonnmattstrasse;2;Balterswil;8362
Sonnmattstrasse;4;Balterswil;8362
Sonnmattstrasse;6;Balterswil;8362
Sonnmattstrasse;10;Balterswil;8362
Sonnmattstrasse;10a;Balterswil;8362
Sonnmattstrasse;12;Balterswil;8362
Sonnmattstrasse;12a;Balterswil;8362
Sonnmattstrasse;9;Balterswil;8362
Kreuzbergstrasse;3;Balterswil;8362
Kreuzbergstrasse;1;Balterswil;8362
Sonnmattstrasse;7;Balterswil;8362
Hauptstrasse;5;Balterswil;8362
Hauptstrasse;3;Balterswil;8362
Haldenstrasse;5;Balterswil;8362
Haldenstrasse;7;Balterswil;8362
Haldenstrasse;9;Balterswil;8362
Haldenstrasse;17;Balterswil;8362
Haldenstrasse;19;Balterswil;8362
Haldenstrasse;21;Balterswil;8362
Haldenstrasse;26;Balterswil;8362
Haldenstrasse;24;Balterswil;8362
Haldenstrasse;22;Balterswil;8362
Haldenstrasse;18;Balterswil;8362
Haldenstrasse;16;Balterswil;8362
Haldenstrasse;10;Balterswil;8362
Haldenstrasse;8;Balterswil;8362
Haldenstrasse;6;Balterswil;8362
Haldenstrasse;4;Balterswil;8362
Stickereistrasse;13;Balterswil;8362
Schulstrasse;2;Balterswil;8362
Riesenbergstrasse;7;Balterswil;8362
Schulstrasse;1;Balterswil;8362
Im Renendal;3;Balterswil;8362
Im Renendal;4;Balterswil;8362
Riesenbergstrasse;13;Balterswil;8362
Im Renendal;2;Balterswil;8362
Riesenbergstrasse;21;Balterswil;8362
Riesenbergstrasse;23;Balterswil;8362
Riesenbergstrasse;22;Balterswil;8362
Riesenbergstrasse;20;Balterswil;8362
