Haslematt;1256;Trachselwald;3456
Bühlmatt;1257;Trachselwald;3456
Bühlmatt;1257b;Trachselwald;3456
Dorf;36;Trachselwald;3456
Gässli;35;Trachselwald;3456
Dorf;34;Trachselwald;3456
Dorf;32;Trachselwald;3456
Dorf;30;Trachselwald;3456
Dorf;33;Trachselwald;3456
Dorf;31;Trachselwald;3456
Gässli;42;Trachselwald;3456
Gässli;46;Trachselwald;3456
Gässli;55;Trachselwald;3456
Gässli;43;Trachselwald;3456
Dorf;57;Trachselwald;3456
Dorf;2b;Trachselwald;3456
Dorf;6;Trachselwald;3456
Dorf;2;Trachselwald;3456
Chlösterli;11;Trachselwald;3456
Chlösterli;10;Trachselwald;3456
Dorf;9;Trachselwald;3456
Dorf;7;Trachselwald;3456
Dorf;5e;Trachselwald;3456
Dorf;5f;Trachselwald;3456
Dorf;9b;Trachselwald;3456
Dorf;5d;Trachselwald;3456
Dorf;6c;Trachselwald;3456
Gasthof zur Tanne;5;Trachselwald;3456
Dorf;4a;Trachselwald;3456
Dorf;7b;Trachselwald;3456
Dorf;3;Trachselwald;3456
Dorf;4c;Trachselwald;3456
Stutzhüsli;1;Trachselwald;3456
Schlossguet;8f;Trachselwald;3456
Schloss;8;Trachselwald;3456
Schlossberg;12;Trachselwald;3456
Murerberg;14;Trachselwald;3456
Jörberg;13;Trachselwald;3456
Schloss-Stöckli;8e;Trachselwald;3456
Musterplatz;17;Trachselwald;3456
Dorfberg;13b;Trachselwald;3456
Ludiberg;15;Trachselwald;3456
Turni;18a;Trachselwald;3456
Neuhusberg;19;Trachselwald;3456
Turni;18;Trachselwald;3456
Haslimatt;16;Trachselwald;3456
Dorf;2a;Trachselwald;3456
Dorf;5h;Trachselwald;3456
Bühlmatt;1257d;Trachselwald;3456
Gässli;44;Trachselwald;3456
Gässli;45;Trachselwald;3456
Murerberg;14b;Trachselwald;3456
Schlossguet;8d;Trachselwald;3456
Dorf;5c;Trachselwald;3456
