Via Cantonale;90;Leggia
Via Cantonale;88;Leggia
Via Cantonale;84;Leggia
Via Cantonale;82;Leggia
Via Portin;21;Leggia
Via Cantonale;46;Leggia
Via Portin;30;Leggia
Via Portin;17;Leggia
Via Portin;25;Leggia
Via Portin;27;Leggia
Via Portin;29;Leggia
Via ai Ronch;4;Leggia
Via ai Ronch;1;Leggia
Via ai Ronch;6;Leggia
Via ai Ronch;10;Leggia
Via Piazza;1;Leggia
Via ai Ronch;7;Leggia
Via Piazza;3;Leggia
Via Piazza;5;Leggia
Via Piazza;7;Leggia
Via Piazza;9;Leggia
Via Piazza;11;Leggia
Via Piazza;13;Leggia
Via Camon;13;Leggia
Via Camon;8;Leggia
Via Camon;7;Leggia
Via Camon;4;Leggia
Via Camon;2;Leggia
Via Risera;6;Leggia
Via Risera;10;Leggia
Via Cantonale;18;Leggia
Via Cantonale;1;Leggia
Via Trecola;19;Leggia
Via Trecola;22;Leggia
Via Trecola;;Leggia
Via Trecola;12;Leggia
Via Trecola;8;Leggia
Via ai Ronch;;Leggia
Via Trecola;2;Leggia
Via Trecola;3;Leggia
Via dela Posta;4;Leggia
Via dela Posta;5;Leggia
Via Cantonale;52;Leggia
Via dela Posta;6;Leggia
Via ai Ronch;26;Leggia
Via Cantonale;31;Leggia
Via Trecola;1;Leggia
Via Cantonale;48;Leggia
Via Cantonale;44;Leggia
Via Risera;24;Leggia
Via Trecola;6;Leggia
Via Portin;;Leggia
Via Trecola;7;Leggia
Via Portin;6;Leggia
Via Piazza;2;Leggia
Via Portin;8;Leggia
Via Portin;12;Leggia
Via dela Posta;3;Leggia
Via dela Posta;8;Leggia
Via Cantonale;38;Leggia
Via Cantonale;40;Leggia
Via Cantonale;34;Leggia
Via Campagna;;Leggia
Via Fontana;30;Leggia
Via Portin;11;Leggia
Via Fontana;24;Leggia
Via Anzan;6;Leggia
Via Fontana;22;Leggia
Via Trecola;25;Leggia
Via ai Ronch;2;Leggia
Via Campagna;10;Leggia
Via Risera;4;Leggia
Via Camon;10;Leggia
Via Risera;16;Leggia
Via Portin;9;Leggia
Via Portin;20;Leggia
Via ai Ronch;31;Leggia
Via Campagna;8;Leggia
Via Portin;24;Leggia
Via Cantonale;54;Leggia
Via Anzan;9;Leggia
Via Anzan;7;Leggia
Via Portin;22;Leggia
Via Cantonale;24a;Leggia
Via Cantonale;26a;Leggia
Via Cantonale;28a;Leggia
Via Trecola;15a;Leggia
Via Campagna;1-71a;Leggia
Via Fontana;1-48d;Leggia
Via Cantonale;92;Leggia
Via Cantonale;86;Leggia
Via Piazza;15;Leggia
Via Risera;8;Leggia
Via Cantonale;20;Leggia
Via Trecola;14;Leggia
Via Piazza;6;Leggia
Via Cantonale;50;Leggia
Via Cantonale;42;Leggia
Via Portin;14;Leggia
Via Cantonale;32;Leggia
Via Portin;23;Leggia
Via Portin;26;Leggia
Via Cantonale;24b;Leggia
Via Cantonale;26b;Leggia
Via Cantonale;28b;Leggia
Via Trecola;15b;Leggia
Via Cantonale;22;Leggia
Via Cantonale;24c;Leggia
Via Cantonale;26c;Leggia
Via Cantonale;28c;Leggia
Via Trecola;15c;Leggia
Via Cantonale;24d;Leggia
Via Cantonale;26d;Leggia
Via Trecola;20;Leggia
Via Trecola;15d;Leggia
