Oertli;3;Gunten
Oertli;28;Gunten
Oertli;30;Gunten
Oertli;5;Gunten
Oertli;7;Gunten
Oertli;9;Gunten
Oertli;11;Gunten
Oertli;13;Gunten
Oertli;15;Gunten
Oertli;32;Gunten
Oertli;34;Gunten
Oertli;36;Gunten
Oertli;21;Gunten
Oertli;29;Gunten
Oertli;38;Gunten
Oertli;40;Gunten
Oertli;42;Gunten
Oertli;44;Gunten
Oertli;46;Gunten
Oertli;2;Gunten
Oertli;4;Gunten
Oertli;8;Gunten
Oertli;10;Gunten
Oertli;12;Gunten
Oertli;14;Gunten
Oertli;20;Gunten
Oertli;22;Gunten
Oertli;24;Gunten
Oertli;27;Gunten
Alter Oberländerweg;32;Gunten
Alter Oberländerweg;31;Gunten
Alter Oberländerweg;33;Gunten
Alter Oberländerweg;29;Gunten
Alter Oberländerweg;27;Gunten
Alter Oberländerweg;25;Gunten
Alter Oberländerweg;23;Gunten
Alter Oberländerweg;17;Gunten
Alter Oberländerweg;16;Gunten
Alter Oberländerweg;18;Gunten
Alter Oberländerweg;20;Gunten
Herzogenacker;19;Gunten
Seestrasse;11;Gunten
Herzogenacker;6;Gunten
Oertlibach;2;Gunten
Oertlibach;6;Gunten
Oertlibach;8;Gunten
Alter Oberländerweg;7;Gunten
Alter Oberländerweg;5;Gunten
Oertlimatteweg;2;Gunten
Oertlimatteweg;3;Gunten
Oertlimatteweg;5;Gunten
Alter Oberländerweg;3;Gunten
Oertlibach;9;Gunten
Oertlibach;11;Gunten
Oertlimatteweg;1;Gunten
Herzogenacker;2;Gunten
Seestrasse;3;Gunten
Herzogenacker;4;Gunten
Seestrasse;9;Gunten
Seestrasse;8;Gunten
Seestrasse;6;Gunten
Seestrasse;2;Gunten
Alter Oberländerweg;13;Gunten
Alter Oberländerweg;15;Gunten
Staldenweg;6;Gunten
Staldenweg;10;Gunten
Oertlibach;17;Gunten
Schönoertliweg;12;Gunten
Schönoertli;9;Gunten
Schönoertli;6;Gunten
Schönoertli;2;Gunten
Schönoertli;5;Gunten
