Via Violino;4;Manno;6928
Via Cantonale;35c;Manno;6928
Via Violino;1;Manno;6928
Via Pobiette;1;Manno;6928
Via Cantonale;2;Manno;6928
Via Cantonale;16c;Manno;6928
Via Cantonale;16a;Manno;6928
Via Cantonale;6;Manno;6928
Via Cantonale;2b;Manno;6928
Via Cantonale;16b;Manno;6928
Via Cantonale;8;Manno;6928
Via Violino;7;Manno;6928
Via Vedeggio;3;Manno;6928
Via Cantonale;16e;Manno;6928
Via Gerre;4;Manno;6928
Via Asilo;;Manno;6928
Via Grumo;19;Manno;6928
Via Cantonale;35a;Manno;6928
Via Norello;1;Manno;6928
Via Cantonale;31;Manno;6928
Via Cantonale;27;Manno;6928
Via Cantonale;23;Manno;6928
Via Cantonale;25;Manno;6928
Via Cantonale;39;Manno;6928
Via Cantonale;34a;Manno;6928
Via Orti;3;Manno;6928
Via Orti;1a;Manno;6928
Strada Regina;35;Manno;6928
Via Pinca;6;Manno;6928
Via Pinca;4;Manno;6928
Strada Regina;33;Manno;6928
Strada Regina;47;Manno;6928
Strada Regina;32;Manno;6928
Piazza Bironico;10;Manno;6928
Piazza Bironico;12;Manno;6928
Piazza Bironico;16;Manno;6928
Piazza Bironico;17;Manno;6928
Via Carà;26;Manno;6928
Piazza Bironico;18;Manno;6928
Piazza Bironico;20;Manno;6928
Via San Rocco;2;Manno;6928
Piazza Bironico;5;Manno;6928
Piazza Bironico;4;Manno;6928
Via Pinca;3;Manno;6928
Via Scuola Vecchia;8;Manno;6928
Strada Bassa;7;Manno;6928
Via Lavatoio;10;Manno;6928
Strada Regina;25;Manno;6928
Via Lavatoio;4;Manno;6928
Strada Regina;19;Manno;6928
Strada Bassa;1;Manno;6928
Strada Regina;26;Manno;6928
Strada Bassa;14;Manno;6928
Via Norello;24;Manno;6928
Via Orti;4;Manno;6928
Via Orti;18;Manno;6928
Strada Bassa;2;Manno;6928
Strada Regina;22;Manno;6928
Via ai Boschetti;60;Manno;6928
Via ai Boschetti;58a;Manno;6928
Via ai Boschetti;57;Manno;6928
Via ai Boschetti;55;Manno;6928
Via ai Boschetti;51;Manno;6928
Via ai Boschetti;52;Manno;6928
Via Vecchio Castagno;3;Manno;6928
Via ai Boschetti;34;Manno;6928
Via ai Boschetti;36;Manno;6928
Via ai Boschetti;38;Manno;6928
Via ai Boschetti;42;Manno;6928
Via ai Boschetti;48;Manno;6928
Via ai Boschetti;47;Manno;6928
Via ai Boschetti;35;Manno;6928
Via ai Boschetti;23;Manno;6928
Via ai Boschetti;24;Manno;6928
Via ai Boschetti;22b;Manno;6928
Via ai Boschetti;20a;Manno;6928
Via ai Boschetti;20b;Manno;6928
Via Cassinelle;2;Manno;6928
Via Cassinelle;4;Manno;6928
Via Cassinelle;6;Manno;6928
Via Cassinelle;8;Manno;6928
