Chemin de Mont-Paisible;16;Lausanne;1011
Chemin de Mont-Paisible;18;Lausanne;1011
Avenue de Beaumont;21;Lausanne;1011
Chemin de Mont-Paisible;20;Lausanne;1011
Avenue Pierre-Decker;4;Lausanne;1011
Avenue Pierre-Decker;5;Lausanne;1011
Avenue de Beaumont;;Lausanne;1011
Avenue de Beaumont;;Lausanne;1011
Avenue de Beaumont;21b;Lausanne;1011
Rue du Bugnon;25;Lausanne;1011
Chemin de Mont-Paisible;14;Lausanne;1011
